    21: FTP (File Transfer Protocol)
    22: SSH (Secure Shell)
    23: Telnet (Remote Login Service)
    25: SMTP (Simple Mail Transfer Protocol)
    43:	WHOIS Protocol obtaining the registration of ownership of domain names and IP addresses
    53: DNS (Domain Name System)
    67: DHCP Dynamic Host Configuration Protocol
    69: TFTP Trivial File Transfer Protocol - a simple file transfer protocol.
    80: HTTP (Hypertext Transfer Protocol)
    110: POP3 (Post Office Protocol 3)
    115: SFTP (Secure File Transfer Protocol)
    123: NTP (Network Time Protocol)
    135: RPC
    139: NetBIOS
    143: IMAP (Internet Message Access Protocol)
    161: SNMP (Simple Network Management Protocol)
    194: IRC (Internet Relay Chat)
    389: LDAP Lightweight Directory Access Protocol.
    443: SSL / HTTPS (Hypertext Transfer Protocol Secure)
    445: SMB (Server Message Block)
    465: SMTPS (Simple Mail Transfer Protocol over SSL)
    515: LPD Line Printer Daemon. Remote printing protocol on the printer.
    554: RTSP (Real Time Stream Control Protocol)
    636: LDAP over SSL or Secure LDAP
    873: RSYNC (RSYNC File Transfer Services)
    993: IMAPS (Internet Message Access Protocol over SSL)
    995: POP3S (Post Office Protocol 3 over SSL)
    1080: SOCKS	SOCKet Secure. Receiving protocol secure anonymous access.
    1433: MSSQL
    3128: Proxy Currently the port often used proxies.
    3306: MySQL
    3389: RDP (Remote Desktop Protocol)
    5432: PostgreSQL
    5631/5632: PC Anywhere
    5900: VNC (Virtual Network Computing)
    5938: TeamViewer - Remote control system for ensuring your computer and data exchange.
    6379: Redis
    7070: For direct connections, TCP Port 7070 is used for listening by default. This port is opened when installing AnyDesk.
    8080: Alternate port for the HTTP protocol. Sometimes used proxies.
    9001/9030: Tor commonly uses ports 9001 and 9030 for network traffic and directory information.
    11211: Memcached
    25565: Minecraft
    44158: Helium Miner Port
